,source,edge_type,target,weight
12145,Cerebellar Ataxia,Disease {} presents symptom,critical illness polyneuropathy,1.66501722560497e-05
12146,Cerebellar Ataxia,Disease {} presents symptom,motor neuron disease,6.512540039693704e-06
12147,Cerebellar Ataxia,Disease {} presents symptom,sensory peripheral neuropathy,2.8238520826562308e-05
12148,Cerebellar Ataxia,Disease {} presents symptom,hereditary spastic paraplegia,1.588399572938215e-05
12149,Cerebellar Ataxia,Disease {} presents symptom,central pontine myelinolysis,1.1312868082313798e-05
12150,Cerebellar Ataxia,Disease {} presents symptom,Creutzfeldt-Jakob disease,2.3711957055638777e-06
12151,Cerebellar Ataxia,Disease {} presents symptom,Miller Fisher syndrome,2.0840956494794227e-05
12152,Cerebellar Ataxia,Disease {} presents symptom,hereditary sensory and autonomic neuropathy type 1,8.342957153217867e-05
12153,Cerebellar Ataxia,Disease {} presents symptom,adrenoleukodystrophy,2.2855397219245788e-06
12154,Cerebellar Ataxia,Disease {} presents symptom,motor peripheral neuropathy,1.2351521945674904e-05
12155,Cerebellar Ataxia,Disease {} presents symptom,polyradiculoneuropathy,1.2807036000594962e-05
12156,Cerebellar Ataxia,Disease {} presents symptom,Charcot-Marie-Tooth disease,0.0001100602821679
12157,Cerebellar Ataxia,Disease {} presents symptom,hereditary sensory and autonomic neuropathy type 2,8.499479008605704e-05
12158,Cerebellar Ataxia,Disease {} presents symptom,Krabbe disease,3.8076921100582695e-06
12159,Cerebellar Ataxia,Disease {} presents symptom,Lambert-Eaton myasthenic syndrome,8.079118742898572e-06
12160,Cerebellar Ataxia,Disease {} presents symptom,melanotic medulloblastoma,5.822922958031995e-06
12161,Cerebellar Ataxia,Disease {} presents symptom,peroxisomal disease,4.056024408782832e-05
12162,Cerebellar Ataxia,Disease {} presents symptom,congenital disorder of glycosylation,1.7523041606182232e-05
12163,Cerebellar Ataxia,Disease {} presents symptom,gangliocytoma,7.084140179358656e-06
12164,Cerebellar Ataxia,Disease {} presents symptom,cerebellum cancer,1.639387960494787e-06
12165,Cerebellar Ataxia,Disease {} presents symptom,cerebrotendinous xanthomatosis,2.1028704395575915e-06
12166,Cerebellar Ataxia,Disease {} presents symptom,Gerstmann-Straussler-Scheinker syndrome,1.296071604883764e-05
12167,Cerebellar Ataxia,Disease {} presents symptom,medulloblastoma,9.219917956215797e-06
12168,Cerebellar Ataxia,Disease {} presents symptom,adult medulloblastoma,8.777396033110563e-06
12169,Cerebellar Ataxia,Disease {} presents symptom,childhood medulloblastoma,3.749630195670761e-06
12170,Cerebellar Ataxia,Disease {} presents symptom,internuclear ophthalmoplegia,4.369064845377579e-05
12171,Cerebellar Ataxia,Disease {} presents symptom,Stiff-Person syndrome,5.05155730934348e-05
12172,Cerebellar Ataxia,Disease {} presents symptom,siderosis,5.207457797951065e-05
12173,Cerebellar Ataxia,Disease {} presents symptom,cerebral amyloid angiopathy,2.566156808825326e-06
12174,Cerebellar Ataxia,Disease {} presents symptom,Wilson disease,3.236781049054116e-05
12175,Cerebellar Ataxia,Disease {} presents symptom,olivopontocerebellar atrophy,8.860132766130846e-06
12176,Cerebellar Ataxia,Disease {} presents symptom,fragile X syndrome,0.0002375942422077
12177,Cerebellar Ataxia,Disease {} presents symptom,Machado-Joseph disease,4.195316432742402e-05
12178,Cerebellar Ataxia,Disease {} presents symptom,Friedreich ataxia,9.827155008679256e-05
12179,Cerebellar Ataxia,Disease {} presents symptom,primary cerebellar degeneration,7.063158591336105e-06
12180,Cerebellar Ataxia,Disease {} presents symptom,ataxia telangiectasia,1.1378381714166608e-05
12181,Cerebellar Ataxia,Disease {} presents symptom,ganglioneuroma,3.829852175840642e-06
12182,Cerebellar Ataxia,Disease {} presents symptom,pancytopenia,0.0001191608971566
12183,Cerebellar Ataxia,Disease {} presents symptom,medullomyoblastoma,8.52227458381094e-06
12184,Cerebellar Ataxia,Disease {} presents symptom,mitochondrial encephalomyopathy,2.5741201170603745e-05
12185,Cerebellar Ataxia,Disease {} presents symptom,tropical spastic paraparesis,2.9169867048040032e-05
12186,Cerebellar Ataxia,Disease {} presents symptom,kuru,1.2814428373530973e-05
12187,Cerebellar Ataxia,Disease {} presents symptom,pyruvate decarboxylase deficiency,2.2853660993860103e-05
12188,Cerebellar Ataxia,Disease {} presents symptom,West Nile encephalitis,8.695734140928835e-05
12189,Cerebellar Ataxia,Disease {} presents symptom,Cockayne syndrome,0.0003554585273377
12190,Cerebellar Ataxia,Disease {} presents symptom,Sandhoff disease,7.271520007634535e-05
12191,Cerebellar Ataxia,Disease {} presents symptom,neuroblastoma,8.049313692026772e-06
12192,Cerebellar Ataxia,Disease {} presents symptom,West Nile fever,2.11148781090742e-05
12193,Cerebellar Ataxia,Disease {} presents symptom,retinitis pigmentosa,3.3075200917664915e-05
12194,Cerebellar Ataxia,Disease {} presents symptom,thalamic disease,7.035662747512106e-06
12195,Cerebellar Ataxia,Disease {} presents symptom,polyradiculopathy,9.536945981380995e-06
12196,Cerebellar Ataxia,Disease {} presents symptom,spinal cord disease,3.22840096487198e-05
12197,Cerebellar Ataxia,Disease {} presents symptom,Legionnaires' disease,2.4066807782219257e-06
12198,Cerebellar Ataxia,Disease {} presents symptom,aniridia,4.587766670738347e-05
12199,Cerebellar Ataxia,Disease {} presents symptom,celiac disease,1.138941752287792e-05
12200,Cerebellar Ataxia,Disease {} presents symptom,Sjogren's syndrome,1.3990343177283648e-05
12201,Cerebellar Ataxia,Disease {} presents symptom,Mycoplasma pneumoniae pneumonia,1.9171952772012446e-06
12202,Cerebellar Ataxia,Disease {} presents symptom,Cogan syndrome,2.348372436244972e-05
12203,Cerebellar Ataxia,Disease {} presents symptom,Laurence-Moon syndrome,0.0001260059216292
12204,Cerebellar Ataxia,Disease {} presents symptom,Refsum disease,2.594885017970228e-06
12205,Cerebellar Ataxia,Disease {} presents symptom,mixed connective tissue disease,2.585868242022116e-05
12206,Cerebellar Ataxia,Disease {} presents symptom,chickenpox,9.867305834632134e-07
12207,Cerebellar Ataxia,Disease {} presents symptom,hypogonadism,1.1185582479811274e-05
12208,Cerebellar Ataxia,Disease {} presents symptom,lung small cell carcinoma,2.027237997026532e-06
12209,Cerebellar Ataxia,Disease {} presents symptom,xeroderma pigmentosum,5.673577106790617e-05
12210,Cerebellar Ataxia,Disease {} presents symptom,multiple carboxylase deficiency,5.178673745831475e-05
12211,Cerebellar Ataxia,Disease {} presents symptom,myxedema,5.391276317823213e-06
12212,Cerebellar Ataxia,Disease {} presents symptom,mediastinal cancer,4.019894731754903e-06
12213,Cerebellar Ataxia,Disease {} presents symptom,epidermolysis bullosa dystrophica,1.0323137757950462e-05
12214,Cerebellar Ataxia,Disease {} presents symptom,Epstein-Barr virus infectious disease,4.751027063321089e-06
12215,Cerebellar Ataxia,Disease {} presents symptom,adult T-cell leukemia/lymphoma,2.0784561911568744e-06
12216,Cerebellar Ataxia,Disease {} presents symptom,autoimmune polyendocrine syndrome,4.376160177343991e-06
12217,Cerebellar Ataxia,Disease {} presents symptom,hemosiderosis,8.674807759234682e-06
12218,Cerebellar Ataxia,Disease {} presents symptom,mumps,6.544762982230168e-06
12219,Cerebellar Ataxia,Disease {} presents symptom,Plasmodium falciparum malaria,7.353394903475419e-05
12220,Cerebellar Ataxia,Disease {} presents symptom,Erdheim-Chester disease,3.2943244150374085e-05
12221,Cerebellar Ataxia,Disease {} presents symptom,hypobetalipoproteinemia,2.621894418552984e-05
12222,Cerebellar Ataxia,Disease {} presents symptom,mitochondrial myopathy,2.326437061128672e-05
12223,Cerebellar Ataxia,Disease {} presents symptom,dilated cardiomyopathy,0.0002581403241492
12224,Cerebellar Ataxia,Disease {} presents symptom,bronchus carcinoma,9.736140782479197e-07
12225,Cerebellar Ataxia,Disease {} presents symptom,typhoid fever,2.3054717530612837e-05
12226,Cerebellar Ataxia,Disease {} presents symptom,infectious mononucleosis,5.297496954881353e-06
12227,Cerebellar Ataxia,Disease {} presents symptom,lung oat cell carcinoma,5.437293111754116e-06
12228,Cerebellar Ataxia,Disease {} presents symptom,germinoma,2.394806188021903e-06
12229,Cerebellar Ataxia,Disease {} presents symptom,Langerhans-cell histiocytosis,6.433796215787879e-07
12230,Cerebellar Ataxia,Disease {} presents symptom,sideroblastic anemia,0.0001933313615154
12231,Hemianopsia,Disease {} presents symptom,eye disease,4.284570968593471e-05
12232,Hemianopsia,Disease {} presents symptom,mechanical strabismus,5.723798676626757e-05
12233,Hemianopsia,Disease {} presents symptom,hypertropia,1.5585606888635084e-05
12234,Hemianopsia,Disease {} presents symptom,visual impairment and progressive phthisis bulbi,1.9635304852272384e-05
12235,Hemianopsia,Disease {} presents symptom,migraine with aura,3.5851994653057773e-06
12236,Hemianopsia,Disease {} presents symptom,Sturge-Weber syndrome,9.176272328659252e-07
12237,Hemianopsia,Disease {} presents symptom,migraine,4.718742275144905e-06
12238,Hemianopsia,Disease {} presents symptom,dissociated nystagmus,9.465604307479223e-06
12239,Hemianopsia,Disease {} presents symptom,spontaneous ocular nystagmus,2.293173383804969e-05
12240,Hemianopsia,Disease {} presents symptom,hemiplegia,5.207662979955785e-06
12241,Hemianopsia,Disease {} presents symptom,brain disease,1.2855030945502222e-05
12242,Hemianopsia,Disease {} presents symptom,pathologic nystagmus,8.406966117036063e-06
12243,Hemianopsia,Disease {} presents symptom,partial motor epilepsy,3.95945789932739e-06
12244,Hemianopsia,Disease {} presents symptom,esotropia,3.615618334151805e-05
12245,Hemianopsia,Disease {} presents symptom,monocular esotropia,3.443399691605009e-05
12246,Hemianopsia,Disease {} presents symptom,retinal degeneration,1.946957127074711e-06
12247,Hemianopsia,Disease {} presents symptom,pupil disease,7.583060323668178e-06
12248,Hemianopsia,Disease {} presents symptom,exotropia,4.611093027051538e-05
12249,Hemianopsia,Disease {} presents symptom,retinal disease,8.094124495983124e-06
12250,Hemianopsia,Disease {} presents symptom,alternating exotropia,6.156405288493261e-05
12251,Hemianopsia,Disease {} presents symptom,monocular exotropia,5.121861613588408e-05
12252,Hemianopsia,Disease {} presents symptom,optic atrophy,7.991603524715174e-06
12253,Hemianopsia,Disease {} presents symptom,focal epilepsy,8.04416777100414e-06
12254,Hemianopsia,Disease {} presents symptom,cortical blindness,6.164154001453426e-06
12255,Hemianopsia,Disease {} presents symptom,cerebral infarction,1.179538230644539e-06
12256,Hemianopsia,Disease {} presents symptom,cerebral arterial disease,1.959509972948581e-06
12257,Hemianopsia,Disease {} presents symptom,brain infarction,1.7795564417610876e-06
12258,Hemianopsia,Disease {} presents symptom,transient cerebral ischemia,1.1281305205557146e-06
12259,Hemianopsia,Disease {} presents symptom,glaucoma,0.0001270569919142
12260,Hemianopsia,Disease {} presents symptom,porencephaly,1.964957846212201e-06
12261,Hemianopsia,Disease {} presents symptom,diabetes insipidus,2.028002882070723e-06
12262,Hemianopsia,Disease {} presents symptom,brain ischemia,1.9931669612560654e-06
12263,Hemianopsia,Disease {} presents symptom,communicating hydrocephalus,4.100738351553446e-06
12264,Hemianopsia,Disease {} presents symptom,intracranial aneurysm,2.452648459438933e-06
12265,Hemianopsia,Disease {} presents symptom,obstructive hydrocephalus,1.8310902305529453e-06
12266,Hemianopsia,Disease {} presents symptom,hydrocephalus,2.73837213171646e-06
12267,Hemianopsia,Disease {} presents symptom,paranasal sinus disease,8.44414080347633e-06
12268,Hemianopsia,Disease {} presents symptom,endocarditis,1.8817597720044432e-06
12269,Hemianopsia,Disease {} presents symptom,thrombosis,1.4441944813370355e-06
12270,Hemianopsia,Disease {} presents symptom,cerebral atherosclerosis,1.430621296094614e-06
12271,Hemianopsia,Disease {} presents symptom,intracranial vasospasm,4.443554644240066e-06
12272,Hemianopsia,Disease {} presents symptom,Sneddon syndrome,3.568194188119378e-06
12273,Hemianopsia,Disease {} presents symptom,Moyamoya disease,1.3319124718691455e-06
12274,Hemianopsia,Disease {} presents symptom,encephalomalacia,2.6427617285662564e-06
12275,Hemianopsia,Disease {} presents symptom,ocular motility disease,3.224223837605677e-05
12276,Hemianopsia,Disease {} presents symptom,Brown's tendon sheath syndrome,4.379360234452179e-06
12277,Hemianopsia,Disease {} presents symptom,intracranial arteriosclerosis,2.39422251979704e-06
12278,Hemianopsia,Disease {} presents symptom,arteriovenous malformations of the brain,1.6639705791021695e-06
12279,Hemianopsia,Disease {} presents symptom,intracranial meningioma,2.9571524464699905e-06
12280,Hemianopsia,Disease {} presents symptom,spinal meningioma,1.7219597339135362e-06
12281,Hemianopsia,Disease {} presents symptom,intracranial embolism,3.16479508910561e-06
12282,Hemianopsia,Disease {} presents symptom,intracranial sinus thrombosis,3.642374849732733e-06
12283,Hemianopsia,Disease {} presents symptom,agnosia,4.568315034703119e-06
12284,Hemianopsia,Disease {} presents symptom,carotid artery disease,2.3157228497439064e-05
12285,Hemianopsia,Disease {} presents symptom,carotid artery thrombosis,1.3311397196957842e-05
12286,Hemianopsia,Disease {} presents symptom,middle cerebral artery infarction,1.8589992123452248e-06
12287,Hemianopsia,Disease {} presents symptom,posterior cerebral artery infarction,1.4499280496238498e-06
12288,Hemianopsia,Disease {} presents symptom,eclampsia,2.4639775801915675e-06
12289,Hemianopsia,Disease {} presents symptom,granulomatous angiitis,8.220027893912629e-07
12290,Hemianopsia,Disease {} presents symptom,agraphia,1.2538685041363353e-05
12291,Hemianopsia,Disease {} presents symptom,late congenital syphilis,3.866785391437588e-06
12292,Hemianopsia,Disease {} presents symptom,asymptomatic neurosyphilis,1.1272647498117294e-05
12293,Hemianopsia,Disease {} presents symptom,complex partial epilepsy,5.618314844468841e-06
12294,Hemianopsia,Disease {} presents symptom,brain cancer,4.937364792567678e-06
12295,Hemianopsia,Disease {} presents symptom,alexia,6.564469003933482e-06
12296,Hemianopsia,Disease {} presents symptom,pituitary apoplexy,3.971189016738208e-06
12297,Hemianopsia,Disease {} presents symptom,Behcet's disease,4.555326427180262e-07
12298,Hemianopsia,Disease {} presents symptom,meningioma,1.3878102436137851e-06
12299,Hemianopsia,Disease {} presents symptom,microcystic meningioma,3.711391855176771e-06
12300,Hemianopsia,Disease {} presents symptom,intraorbital meningioma,1.6092786609078757e-05
12301,Hemianopsia,Disease {} presents symptom,high grade glioma,2.975683855765965e-06
12302,Hemianopsia,Disease {} presents symptom,papilledema,1.085209078155458e-05
12303,Hemianopsia,Disease {} presents symptom,glioblastoma,2.759728886303492e-06
12304,Hemianopsia,Disease {} presents symptom,intraventricular meningioma,3.0958799470681697e-06
12305,Hemianopsia,Disease {} presents symptom,demyelinating disease,7.2386537794955075e-06
12306,Hemianopsia,Disease {} presents symptom,malignant astrocytoma,1.4906156593497144e-06
12307,Hemianopsia,Disease {} presents symptom,giant cell glioblastoma,5.317189334164141e-06
12308,Hemianopsia,Disease {} presents symptom,secretory meningioma,3.653092790045776e-06
12309,Hemianopsia,Disease {} presents symptom,optic papillitis,2.66698953055311e-05
12310,Hemianopsia,Disease {} presents symptom,clear cell meningioma,3.091993221460143e-06
12311,Hemianopsia,Disease {} presents symptom,posterior fossa meningioma,9.277734989154852e-07
12312,Hemianopsia,Disease {} presents symptom,benign meningioma,3.959846708312398e-06
12313,Hemianopsia,Disease {} presents symptom,anaplastic astrocytoma,1.865732883743476e-06
12314,Hemianopsia,Disease {} presents symptom,nominal aphasia,2.3017875719233416e-05
12315,Hemianopsia,Disease {} presents symptom,red-green color blindness,1.546822750242427e-05
12316,Hemianopsia,Disease {} presents symptom,acquired color blindness,1.172642168967286e-05
12317,Hemianopsia,Disease {} presents symptom,achromatopsia,4.973161594534759e-06
12318,Hemianopsia,Disease {} presents symptom,color blindness,1.5103247278602794e-05
12319,Hemianopsia,Disease {} presents symptom,red color blindness,9.043634236149956e-06
12320,Hemianopsia,Disease {} presents symptom,temporal lobe epilepsy,4.257199634594144e-06
12321,Hemianopsia,Disease {} presents symptom,progressive multifocal leukoencephalopathy,2.060435690509621e-06
12322,Hemianopsia,Disease {} presents symptom,encephalitis,1.5062403235788224e-06
12323,Hemianopsia,Disease {} presents symptom,cerebrovascular disease,1.8583680230221944e-06
12324,Hemianopsia,Disease {} presents symptom,neuromyelitis optica,2.8571587336045923e-06
12325,Hemianopsia,Disease {} presents symptom,multiple sclerosis,1.4372453733813018e-06
12326,Hemianopsia,Disease {} presents symptom,Creutzfeldt-Jakob disease,1.4508977983496152e-06
12327,Hemianopsia,Disease {} presents symptom,optic neuritis,2.5784334866330028e-05
12328,Hemianopsia,Disease {} presents symptom,Foster-Kennedy syndrome,3.510377609927673e-06
12329,Hemianopsia,Disease {} presents symptom,optic nerve disease,1.6303351003443822e-05
12330,Hemianopsia,Disease {} presents symptom,mixed glioma,2.785297965601785e-06
12331,Hemianopsia,Disease {} presents symptom,angiomatous meningioma,2.726700131461257e-06
12332,Hemianopsia,Disease {} presents symptom,cellular ependymoma,4.871148576057749e-06
12333,Hemianopsia,Disease {} presents symptom,childhood cerebral astrocytoma,4.481899395614164e-06
12334,Hemianopsia,Disease {} presents symptom,gemistocytic astrocytoma,3.628016202128492e-06
12335,Hemianopsia,Disease {} presents symptom,psammomatous meningioma,3.144875336147379e-06
12336,Hemianopsia,Disease {} presents symptom,subependymal giant cell astrocytoma,4.051675659866305e-06
12337,Hemianopsia,Disease {} presents symptom,medulloblastoma,5.68984023630037e-06
12338,Hemianopsia,Disease {} presents symptom,cerebral convexity meningioma,1.744079099808005e-06
12339,Hemianopsia,Disease {} presents symptom,fibrous meningioma,3.4964348287758185e-06
12340,Hemianopsia,Disease {} presents symptom,MELAS syndrome,1.309040044361609e-06
12341,Hemianopsia,Disease {} presents symptom,transitional meningioma,3.3356543553964e-06
12342,Hemianopsia,Disease {} presents symptom,parasagittal meningioma,1.856906919783796e-06
12343,Hemianopsia,Disease {} presents symptom,pilocytic astrocytoma,3.637422423707904e-06
12344,Hemianopsia,Disease {} presents symptom,internuclear ophthalmoplegia,2.9489851840480696e-06
12345,Hemianopsia,Disease {} presents symptom,protoplasmic astrocytoma,1.889919644781912e-06
12346,Hemianopsia,Disease {} presents symptom,papillary ependymoma,4.290119250072166e-06
12347,Hemianopsia,Disease {} presents symptom,nerve compression syndrome,3.0940232136345003e-06
12348,Hemianopsia,Disease {} presents symptom,cerebral ventricle cancer,4.230550075590145e-06
12349,Hemianopsia,Disease {} presents symptom,benign ependymoma,4.200518105790252e-06
12350,Hemianopsia,Disease {} presents symptom,olfactory groove meningioma,2.460001496729092e-06
12351,Hemianopsia,Disease {} presents symptom,dysgraphia,5.863029855390778e-06
12352,Hemianopsia,Disease {} presents symptom,juvenile pilocytic astrocytoma,4.530341811914696e-06
12353,Hemianopsia,Disease {} presents symptom,myxopapillary ependymoma,2.600315838208189e-06
12354,Hemianopsia,Disease {} presents symptom,fibrillary astrocytoma,1.9264402908447664e-06
12355,Hemianopsia,Disease {} presents symptom,meningothelial meningioma,4.703109425463481e-06
12356,Hemianopsia,Disease {} presents symptom,tertiary neurosyphilis,3.451142220001202e-06
12357,Hemianopsia,Disease {} presents symptom,central nervous system vasculitis,3.61934303327871e-06
12358,Hemianopsia,Disease {} presents symptom,subacute sclerosing panencephalitis,4.186877959000412e-06
12359,Hemianopsia,Disease {} presents symptom,glycine encephalopathy,1.414202506566653e-05
12360,Hemianopsia,Disease {} presents symptom,open-angle glaucoma,9.086628415388986e-05
12361,Hemianopsia,Disease {} presents symptom,primary open angle glaucoma,9.767078881850466e-05
12362,Hemianopsia,Disease {} presents symptom,retinitis pigmentosa,1.4780961237192969e-06
12363,Hemianopsia,Disease {} presents symptom,low tension glaucoma,5.755498932558112e-05
12364,Hemianopsia,Disease {} presents symptom,chorioretinitis,2.455802678014152e-05
12365,Hemianopsia,Disease {} presents symptom,choroid cancer,1.446136593585834e-05
12366,Hemianopsia,Disease {} presents symptom,retinal edema,1.8716125850914977e-05
12367,Hemianopsia,Disease {} presents symptom,optic nerve neoplasm,7.409275895042811e-06
12368,Hemianopsia,Disease {} presents symptom,cavernous hemangioma,3.3501110010547563e-06
12369,Hemianopsia,Disease {} presents symptom,skull base cancer,7.641530828550458e-06
12370,Hemianopsia,Disease {} presents symptom,adamantinous craniopharyngioma,5.994472758175107e-06
12371,Hemianopsia,Disease {} presents symptom,papillary craniopharyngioma,5.194570348976413e-06
12372,Hemianopsia,Disease {} presents symptom,craniopharyngioma,5.616624548565596e-06
12373,Hemianopsia,Disease {} presents symptom,melanoma,3.531965376168955e-06
12374,Hemianopsia,Disease {} presents symptom,pituitary carcinoma,1.3089500498608686e-05
12375,Hemianopsia,Disease {} presents symptom,pituitary cancer,9.296411917603107e-06
12376,Hemianopsia,Disease {} presents symptom,follicular adenoma,3.788184358199942e-06
12377,Hemianopsia,Disease {} presents symptom,microcystic adenoma,3.881293196172919e-06
12378,Hemianopsia,Disease {} presents symptom,papillary adenoma,3.921872121281922e-06
12379,Hemianopsia,Disease {} presents symptom,arachnoiditis,1.2568909369292667e-05
12380,Hemianopsia,Disease {} presents symptom,pituitary adenoma,1.0291732905898243e-05
12381,Hemianopsia,Disease {} presents symptom,adenoma,6.132025191618595e-06
12382,Hemianopsia,Disease {} presents symptom,Sheehan syndrome,5.507052264874801e-06
12383,Hemianopsia,Disease {} presents symptom,hypopituitarism,3.6011560951010324e-06
12384,Hemianopsia,Disease {} presents symptom,pineoblastoma,5.482837423187448e-06
12385,Hemianopsia,Disease {} presents symptom,chromophobe adenoma,3.8094451610959368e-06
12386,Hemianopsia,Disease {} presents symptom,pineal gland cancer,5.493987373483833e-06
12387,Hemianopsia,Disease {} presents symptom,adenocarcinoma,4.949929461872671e-06
12388,Hemianopsia,Disease {} presents symptom,empty sella syndrome,4.779602022608742e-06
12389,Hemianopsia,Disease {} presents symptom,hemangiopericytoma,2.976793439302128e-06
12390,Hemianopsia,Disease {} presents symptom,granular cell carcinoma,6.881584340590052e-06
12391,Hemianopsia,Disease {} presents symptom,acromegaly,1.6430533378297696e-06
12392,Hemianopsia,Disease {} presents symptom,ethmoid sinusitis,4.354077645984944e-06
12393,Hemianopsia,Disease {} presents symptom,tubular adenocarcinoma,1.746358975651674e-06
12394,Hemianopsia,Disease {} presents symptom,testicular cancer,4.007682491646847e-06
12395,Hemianopsia,Disease {} presents symptom,skull cancer,7.96274071035441e-06
12396,Hemianopsia,Disease {} presents symptom,acidophil adenoma,8.393879397772253e-06
12397,Hemianopsia,Disease {} presents symptom,cribriform carcinoma,2.631963525345782e-06
12398,Hemianopsia,Disease {} presents symptom,aspergillosis,3.767577254620847e-07
12399,Hemiplegia,Disease {} presents symptom,migraine with aura,1.620275179448072e-05
12400,Hemiplegia,Compound {} causes side effect,Tizanidine,4.4701394585899845e-07
12401,Hemiplegia,Compound {} causes side effect,Eletriptan,7.659354196221102e-06
12402,Hemiplegia,Compound {} causes side effect,Sumatriptan,4.011352757515851e-06
12403,Hemiplegia,Disease {} presents symptom,Sturge-Weber syndrome,2.2715574232279323e-05
12404,Hemiplegia,Disease {} presents symptom,migraine,2.001946813834365e-05
12405,Hemiplegia,Disease {} presents symptom,hemiplegia,7.848354357520293e-07
12406,Hemiplegia,Disease {} presents symptom,partial motor epilepsy,1.2835040251957253e-05
12407,Hemiplegia,Disease {} presents symptom,focal epilepsy,2.735957059485372e-05
12408,Hemiplegia,Disease {} presents symptom,cerebral infarction,4.564006985674496e-07
12409,Hemiplegia,Disease {} presents symptom,cerebral arterial disease,1.1876721828230077e-06
12410,Hemiplegia,Disease {} presents symptom,brain infarction,1.152126060333103e-06
12411,Hemiplegia,Disease {} presents symptom,transient cerebral ischemia,1.4481681773759192e-06
12412,Hemiplegia,Disease {} presents symptom,CADASIL,8.533528671250679e-06
12413,Hemiplegia,Disease {} presents symptom,spastic diplegia,5.094601146993227e-05
12414,Hemiplegia,Disease {} presents symptom,spastic quadriplegic cerebral palsy,8.877967047737911e-05
12415,Hemiplegia,Disease {} presents symptom,porencephaly,1.995759885176085e-05
12416,Hemiplegia,Disease {} presents symptom,spastic monoplegia,2.928855064965319e-05
12417,Hemiplegia,Disease {} presents symptom,cerebral palsy,4.298158819437958e-05
12418,Hemiplegia,Disease {} presents symptom,intracranial aneurysm,5.021303877583705e-06
12419,Hemiplegia,Disease {} presents symptom,endocarditis,3.708740405272693e-05
12420,Hemiplegia,Disease {} presents symptom,thrombosis,7.672829815419391e-05
12421,Hemiplegia,Disease {} presents symptom,cerebral atherosclerosis,1.54967915477755e-06
12422,Hemiplegia,Disease {} presents symptom,carotid stenosis,1.8335533241042867e-05
12423,Hemiplegia,Disease {} presents symptom,Sneddon syndrome,0.0002148101193597
12424,Hemiplegia,Disease {} presents symptom,Moyamoya disease,4.905530204268871e-06
12425,Hemiplegia,Disease {} presents symptom,encephalomalacia,3.295938586234115e-05
12426,Hemiplegia,Disease {} presents symptom,periventricular leukomalacia,1.8342698240303434e-05
12427,Hemiplegia,Disease {} presents symptom,intracranial arteriosclerosis,1.2976304333278676e-06
12428,Hemiplegia,Disease {} presents symptom,cysticercosis,3.8865720853209496e-05
12429,Hemiplegia,Disease {} presents symptom,meningoencephalitis,1.2388715731503908e-05
12430,Hemiplegia,Disease {} presents symptom,exanthema subitum,0.0001301863085245
12431,Hemiplegia,Disease {} presents symptom,intracranial embolism,9.332277954854362e-07
12432,Hemiplegia,Disease {} presents symptom,agnosia,3.76990319637116e-05
12433,Hemiplegia,Disease {} presents symptom,carotid artery disease,4.739796349895187e-05
12434,Hemiplegia,Disease {} presents symptom,carotid artery thrombosis,1.110430821427144e-05
12435,Hemiplegia,Disease {} presents symptom,lateral medullary syndrome,9.703232535684949e-06
12436,Hemiplegia,Disease {} presents symptom,brain stem infarction,4.971909675077768e-07
12437,Hemiplegia,Disease {} presents symptom,middle cerebral artery infarction,6.649682404713531e-07
12438,Hemiplegia,Disease {} presents symptom,thrombophlebitis,0.0001476655743317
12439,Hemiplegia,Disease {} presents symptom,intracranial thrombosis,1.34528841044812e-06
12440,Hemiplegia,Disease {} presents symptom,granulomatous angiitis,1.9478084141155705e-05
12441,Hemiplegia,Disease {} presents symptom,facial hemiatrophy,6.887192284921184e-06
12442,Hemiplegia,Disease {} presents symptom,supratentorial cancer,2.0205185137456283e-05
12443,Hemiplegia,Disease {} presents symptom,secondary hypertrophic osteoarthropathy,0.0001279532298212
12444,Hemiplegia,Disease {} presents symptom,thrombocytosis,0.0001728540519252
12445,Hemiplegia,Disease {} presents symptom,post-vaccinal encephalitis,0.0001035073437378
12446,Hemiplegia,Disease {} presents symptom,cerebrovascular disease,2.033782038779464e-06
12447,Hemiplegia,Disease {} presents symptom,acute disseminated encephalomyelitis,1.5273462850018404e-05
12448,Hemiplegia,Disease {} presents symptom,tuberculosis,5.755407073593233e-06
12449,Hemiplegia,Disease {} presents symptom,epilepsy with generalized tonic-clonic seizures,2.639154445205349e-05
12450,Hemiplegia,Disease {} presents symptom,fucosidosis,8.558067202102393e-05
12451,Hemiplegia,Disease {} presents symptom,hypoglycemia,0.0002480777620803
12452,Hemiplegia,Disease {} presents symptom,central nervous system vasculitis,5.588504791376181e-06
12453,Hemiplegia,Disease {} presents symptom,Japanese encephalitis,6.6449872974772e-05
12454,Hemiplegia,Disease {} presents symptom,reflex sympathetic dystrophy,9.799653344089164e-05
12455,Hemiplegia,Disease {} presents symptom,thalamic disease,1.6788588254712522e-05
12456,Hemiplegia,Disease {} presents symptom,myelitis,1.4415885743801482e-05
12457,Hemiplegia,Disease {} presents symptom,episodic ataxia type 6,5.084661461296491e-05
12458,Hemiplegia,Disease {} presents symptom,choriocarcinoma,1.6712267097318545e-05
12459,Hemiplegia,Disease {} presents symptom,chickenpox,0.0001336908171651
12460,Hemiplegia,Disease {} presents symptom,subacute bacterial endocarditis,2.5884375645546243e-05
12461,Hemiplegia,Disease {} presents symptom,hyperlipoproteinemia type IV,0.0001419233449269
